"UniqueID","TreeID","species","meas_date","time_str","height_cm","start.time","CO2_best.flux","CO2_model","CO2_quality.check","CO2_LM.flux","CO2_LM.r2","CO2_LM.p.val","CO2_LM.RMSE","CO2_HM.flux","CO2_HM.r2","CO2_HM.RMSE","CO2_LM.diagnose","CO2_HM.diagnose","CO2_nb.obs","CO2_flux.term","CO2_MDF","CO2_g.fact","CH4_best.flux","CH4_model","CH4_quality.check","CH4_LM.flux","CH4_LM.r2","CH4_LM.p.val","CH4_LM.RMSE","CH4_HM.flux","CH4_HM.r2","CH4_HM.RMSE","CH4_LM.diagnose","CH4_HM.diagnose","CH4_nb.obs","CH4_flux.term","CH4_MDF","CH4_g.fact","Area_cm2","Vtot_L","Tcham_C","Pcham_kPa"
"E1_50cm","E1","Mata Folha Miuda",2026-05-27,"15:12",50,2026-05-27 15:12:00,0.820678839997296,"HM","AICc",0.816490946606232,0.995258762960873,1.67943192408458e-212,3.60450958409966,0.820678839997296,0.99505384423187,3.68221958354695,"","",183,0.823635221613794,0.0157525862057283,1.00512913634679,29.6912177697398,"LM","MAE | AICc",29.6912177697398,0.991099406437976,9.55603185323769e-188,179.966155094034,29.7923590508791,0.990882445445392,182.174183108183,"Noise (LM.MAE)","Noise (HM.MAE)",183,0.823635221613794,0.00270044334955342,1.00340643761814,600,1.26350382616539,28,101.3
"E1_80cm","E1","Mata Folha Miuda",2026-05-27,"15:17",80,2026-05-27 15:17:00,0.746156422297602,"HM","AICc",0.733885081874818,0.999498440981638,1.03035092724179e-201,0.706153592916367,0.746156422297602,0.999495472449614,0.708329123630092,"","",123,0.823210420709578,0.0234246867681587,1.01672106536276,3.39730694984912,"LM","MAE | AICc",3.39730694984912,0.99863729304721,1.88379516300794e-175,5.39053350662376,3.43661373269841,0.998556740412205,5.54866146430233,"Noise (LM.MAE)","Noise (HM.MAE)",123,0.823210420709578,0.00401566058882721,1.01156998276268,600,1.26350382616539,28,101.3
"E13_50cm","E13","Mata Mata Folha Miuda",2026-05-27,"15:24",50,2026-05-27 15:24:00,1.42817952538522,"HM","",1.39313340874121,0.999405769310505,4.20163306577108e-202,1.49404059960859,1.42817952538522,0.999446941258943,1.44135344653628,"","",126,0.823678950742756,0.0228799708539654,1.025156324889,49.903623935585,"HM","MAE",48.7374978365234,0.999350197562107,1.07314389523139e-199,54.6585402083487,49.903623935585,0.99937672558602,53.5313375462923,"Noise (LM.MAE)","Noise (HM.MAE)",126,0.823678950742756,0.00392228071782265,1.02392667147117,600,1.26350382616539,28,101.3
"E13_80cm","E13","Mata Mata Folha Miuda",2026-05-27,"15:28",80,2026-05-27 15:28:00,1.75173998790277,"HM","",1.54728985695254,0.998752315096036,2.13071775500142e-189,2.50212331782504,1.75173998790277,0.999833152511594,0.914989450247818,"","",131,0.823333222668557,0.0219974525140454,1.13213434446788,9.86027479356129,"HM","",9.41613221179438,0.999768590815645,1.35547313482125e-236,6.55432949571314,9.86027479356129,0.999915382869422,3.96339284875451,"Noise (LM.MAE)","Noise (HM.MAE)",131,0.823333222668557,0.00377099185955064,1.04716826099899,600,1.26350382616539,28,101.3
"E20_50cm","E20","Macucú",2026-05-27,"15:36",50,2026-05-27 15:36:00,1.44248784660818,"LM","MAE | AICc",1.44248784660818,0.993946993357467,2.70340530616395e-257,9.13877862171434,1.45447243143555,0.993773747817265,9.26876507497294,"Noise (LM.MAE)","Noise (HM.MAE)",232,0.82313960806281,0.012418054431982,1.00830827438549,60.9268834368529,"LM","MAE | AICc",60.9268834368529,0.989983163038876,3.89139080971e-232,497.540692524282,61.374535646471,0.989831359801119,501.325761529903,"Noise (LM.MAE)","Noise (HM.MAE)",232,0.82313960806281,0.00212880933119692,1.00734736760468,600,1.26350382616539,28,101.3
"E20_80cm","E20","Macucú",2026-05-27,"15:46",80,2026-05-27 15:46:00,1.46484028247822,"HM","",1.42637679433992,0.999872463180225,0,1.80497873495166,1.46484028247822,0.999920179664588,1.42794365899627,"","",320,0.823157669705379,0.00900328701240258,1.02696586784847,32.9088030627027,"HM","",32.0394921452727,0.999891762036234,0,37.3500584277186,32.9088030627027,0.999940024659582,27.8027554453644,"Noise (LM.MAE)","Noise (HM.MAE)",320,0.823157669705379,0.00154342063069759,1.02713248117318,600,1.26350382616539,28,101.3
"E33_40cm","E33","Acapurana",2026-05-27,"15:57",40,2026-05-27 15:57:00,1.77522818257971,"HM","",1.71585875719228,0.997901015811564,1.57143648280913e-181,3.73581683647716,1.77522818257971,0.997984249770022,3.66099681043213,"","",136,0.823901869189935,0.0212033569276821,1.03460041517903,57.7712659185013,"HM","MAE",55.5195163684793,0.998172475933896,1.46707695745723e-185,112.776356144577,57.7712659185013,0.99828613185253,109.213219420097,"Noise (LM.MAE)","Noise (HM.MAE)",136,0.823901869189935,0.00363486118760265,1.04055780196422,600,1.26350382616539,28,101.3
"E33_80cm","E33","Acapurana",2026-05-27,"16:01",80,2026-05-27 16:01:00,1.62686500820945,"HM","",1.54378303628267,0.999706769246147,7.11817221430592e-246,1.29255052286158,1.62686500820945,0.999896695139199,0.767190378584045,"","",140,0.823692662050546,0.0205923165512637,1.05381712972234,14.1680150635097,"HM","",12.4415098881912,0.998776595655823,4.54402698839644e-203,21.2870404610194,14.1680150635097,0.999947394578162,4.41413417616545,"Noise (LM.MAE)","Noise (HM.MAE)",140,0.823692662050546,0.00353011140878806,1.13876974666533,600,1.26350382616539,28,101.3
"E65_40cm","E65","Piranheira (struck through)",2026-05-27,"17:05",40,2026-05-27 17:05:00,1.86997578099509,"HM","",1.75243913578629,0.998747750683228,6.86277792170108e-140,2.10064166406667,1.86997578099509,0.9990474181092,1.83213610754801,"","",97,0.822791590652624,0.0296883563637545,1.06707031520159,444.750631881218,"LM","MAE | AICc",444.750631881218,0.99925343877089,1.46787232175641e-150,411.53250834075,451.444758658486,0.999233502770593,417.055239919306,"Noise (LM.MAE)","Noise (HM.MAE)",97,0.822791590652624,0.00508943251950077,1.01505141600126,600,1.26350382616539,28,101.3
"N26_45cm","N26","Piranhieira",2026-05-27,"13:57",45,2026-05-27 13:57:00,1.47425205424477,"HM","",1.36767216109431,0.999266319629799,5.59903160163126e-209,1.73396977207504,1.47425205424477,0.999658675111956,1.18269306622421,"","",134,0.823598103187446,0.021511890754896,1.07792795392222,91.5028296054559,"HM","",84.8127230882409,0.99829966970025,6.91927213765039e-185,163.772997886226,91.5028296054559,0.998710927089963,142.598314692852,"Noise (LM.MAE)","Noise (HM.MAE)",134,0.823598103187446,0.00368775270083931,1.07888093052094,600,1.26350382616539,28,101.3
"N26_80cm","N26","Piranhieira",2026-05-27,"14:02",80,2026-05-27 14:02:00,1.70202108973118,"HM","",1.39579986798716,0.994145524813401,1.45231089589281e-150,5.04634124027563,1.70202108973118,0.996998235385674,3.61344082354043,"Noise (LM.MAE)","",135,0.824063447575943,0.021364607900117,1.21938762767303,24.5070114282795,"HM","",22.9007419153645,0.996582305392251,4.13857838017515e-166,63.1826790192609,24.5070114282795,0.996902676312337,60.148486934198,"Noise (LM.MAE)","Noise (HM.MAE)",135,0.824063447575943,0.00366250421144864,1.07014050107422,600,1.26350382616539,28,101.3
"N29_45cm","N29","Pato de Vaca",2026-05-27,"14:10",45,2026-05-27 14:10:00,0.504202100907646,"HM","",0.369459373959996,0.988981853360968,6.85089088450464e-153,2.12894128926335,0.504202100907646,0.996198285984938,1.25054444898256,"","",156,0.82218031408804,0.0184463532006932,1.36470241776093,0.233187099413073,"HM","",0.215018200961247,0.998643080016699,6.28051085270192e-223,0.432710845529852,0.233187099413073,0.999109341529761,0.350571222107576,"","",156,0.82218031408804,0.00316223197726169,1.08449935108098,600,1.26350382616539,28,101.3
"N29_80cm","N29","Pato de Vaca",2026-05-27,"14:14",80,2026-05-27 14:14:00,0.540382243779722,"HM","",0.493443264282881,0.999053941684108,4.26171948071818e-247,0.872497643989182,0.540382243779722,0.999628489436437,0.546752644970361,"","",164,0.821381736270764,0.0175294882740712,1.09512538298614,0.144848836564509,"HM","",0.135075045960383,0.999326415238649,4.78573610970534e-259,0.201502520806199,0.144848836564509,0.999663671996839,0.142385534943184,"","",164,0.821381736270764,0.00300505513269792,1.07235822527125,600,1.26350382616539,28,101.3
"N41_45cm","N41","Socoró",2026-05-27,"14:23",45,2026-05-27 14:23:00,0.359641256227087,"HM","AICc",0.356058787522477,0.998455056940948,2.68434309542107e-200,0.701047798624938,0.359641256227087,0.99834010546833,0.726864882309204,"","",143,0.821795710754294,0.0201138810324478,1.01006145285597,0.135473896506965,"HM","AICc",0.134057590830378,0.998777271682769,1.85013175385738e-207,0.234777517988643,0.135473896506965,0.99865266594641,0.246584535290187,"","",143,0.821795710754294,0.00344809389127676,1.01056490473843,600,1.26350382616539,28,101.3
"N41_90cm","N41","Socoró",2026-05-27,"14:29",90,2026-05-27 14:29:00,0.344515456093687,"HM","AICc",0.339304515992969,0.998868890631991,7.300274236163e-238,0.647498618486059,0.344515456093687,0.998851153647567,0.65260210715997,"","",162,0.822073205199228,0.0177608408530697,1.01535770924082,0.134478693237833,"HM","AICc",0.132877728531508,0.999329170136114,5.15067443939158e-256,0.195234192042491,0.134478693237833,0.999261414090226,0.204924744662095,"","",162,0.822073205199228,0.00304471557481196,1.01204840513168,600,1.26350382616539,28,101.3
"N7a_45cm","N7a","Içé",2026-05-27,"13:26",45,2026-05-27 13:26:00,0.420296263275475,"HM","AICc",0.418319245847036,0.993689393045255,1.82695772989676e-127,1.35139925085374,0.420296263275475,0.993486762628025,1.37311380534437,"","",116,0.822388735679315,0.0248134532317035,1.00472609722853,143.20117979478,"LM","MAE | AICc",143.20117979478,0.987728308818443,5.32719235616624e-111,647.044539124353,143.676760475872,0.987490998790331,653.328897642131,"Noise (LM.MAE)","Noise (HM.MAE)",116,0.822388735679315,0.00425373483972059,1.00332106678013,600,1.26350382616539,28,101.3
"N7a_80cm","N7a","Içé",2026-05-27,"13:32",80,2026-05-27 13:32:00,0.6735624785413,"HM","",0.568288832361963,0.997029601373212,3.04745505548741e-156,1.3424064134848,0.6735624785413,0.999034231890056,0.765443396993664,"","",124,0.823715966076564,0.0232500474295804,1.18524672698879,123.161941186901,"HM","",115.108977061876,0.999463228298471,1.44174409603773e-201,115.448011490543,123.161941186901,0.999775883852326,74.5981788677833,"Noise (LM.MAE)","Noise (HM.MAE)",124,0.823715966076564,0.0039857224164995,1.06995947953474,600,1.26350382616539,28,101.3
"N7b_45cm","N7b","Araça Peua",2026-05-27,"13:41",45,2026-05-27 13:41:00,0.302239063110164,"HM","AICc",0.294969563123965,0.996831495967254,9.54822585628738e-126,0.585313702906384,0.302239063110164,0.996873015393829,0.581466141609167,"","",101,0.824185420534582,0.0285608809096142,1.02464491559471,9.65461268049353,"HM","",9.13016300653212,0.998362567760642,6.14325303048328e-140,13.0141145796878,9.65461268049353,0.998583211676594,12.1055755384566,"Noise (LM.MAE)","Noise (HM.MAE)",101,0.824185420534582,0.00489615101307672,1.05744143599476,600,1.26350382616539,28,101.3
"N7b_80cm","N7b","Araça Peua",2026-05-27,"13:46",80,2026-05-27 13:46:00,0.326895918824051,"HM","",0.305081623658127,0.998329688286513,1.03134249836711e-168,0.530714568951124,0.326895918824051,0.998657738021086,0.475752293646341,"","",122,0.824643732478259,0.0236578119973271,1.07150314366482,4.40340532893003,"LM","MAE | AICc",4.40340532893003,0.99926548567017,4.03059566275249e-190,5.07730473977009,4.44385891132567,0.999139171233904,5.49987598683877,"Noise (LM.MAE)","Noise (HM.MAE)",122,0.824643732478259,0.0040556249138275,1.00918688591528,600,1.26350382616539,28,101.3
"N88_45cm","N88","Capitarí",2026-05-27,"14:47",45,2026-05-27 14:47:00,1.6106738941784,"LM","MAE | AICc",1.6106738941784,0.461467397783489,5.01104086370465e-37,159.053326518779,1.61632063274833,0.461359221844905,159.069495698277,"Noise (LM.MAE)","Noise (HM.MAE)",262,0.823958840172229,0.0110070837427588,1.0035058236123,196.670996692358,"LM","MAE | AICc",196.670996692358,0.988623500096345,5.7661749433135e-255,1932.80491568674,199.090619662203,0.988519897007667,1941.59341610303,"Noise (LM.MAE)","Noise (HM.MAE)",262,0.823958840172229,0.00188692864161579,1.01230289676942,600,1.26350382616539,28,101.3
"N88_90cm","N88","Capitarí",2026-05-27,"14:56",90,2026-05-27 14:56:00,1.60063312082115,"HM","",1.41487198314285,0.99718104745597,1.05642537421201e-282,5.83685646016674,1.60063312082115,0.998257041108049,4.5896408577883,"Noise (LM.MAE)","",222,0.824072420034922,0.0129921327482983,1.13129183409631,63.7841014861738,"HM","AICc",63.7805354009065,0.996011016795242,4.06704557990843e-266,313.177842369442,63.7841014861738,0.996009940171606,313.220102760896,"Noise (LM.MAE)","Noise (HM.MAE)",222,0.824072420034922,0.00222722275685114,1.00005591181142,600,1.26350382616539,28,101.3
"NE10_40cm","NE10","Ingá Xixaua",2026-05-25,"18:37",40,2026-05-25 18:37:00,1.30436506897677,"LM","MAE | AICc",1.30436506897677,0.993831432266333,7.2758951130369e-168,5.44759865124571,1.31037713633222,0.99362296426693,5.53969422500935,"Noise (LM.MAE)","Noise (HM.MAE)",152,0.824938660638474,0.018995298106807,1.00460919070776,102.523937235222,"LM","MAE | AICc",102.523937235222,0.991510607609332,1.83782553315473e-157,502.900016354989,102.964510265594,0.991291793970169,509.395015068349,"Noise (LM.MAE)","Noise (HM.MAE)",152,0.824938660638474,0.00325633681830976,1.0042972699084,600,1.26350382616539,28,101.3
"NE10_80cm","NE10","Ingá Xixaua",2026-05-25,"18:42",80,2026-05-25 18:42:00,2.0045690132557,"HM","",1.16858150175741,0.975956534993476,9.93171456046332e-183,14.4121215730767,2.0045690132557,0.996928150147108,5.1514487215465,"Noise (LM.MAE)","Noise (HM.MAE)",225,0.824720001361595,0.0128289777989581,1.71538656930738,13.6393856184166,"HM","",6.97476963709035,0.963293405457615,3.07337875915335e-162,106.978175391699,13.6393856184166,0.995751691913064,36.394113161683,"Noise (LM.MAE)","Noise (HM.MAE)",225,0.824720001361595,0.00219925333696425,1.95553205741524,600,1.26350382616539,28,101.3
"NE12_40cm","NE12","Paricarana",2026-05-25,"18:21",40,2026-05-25 18:21:00,0.79190390723269,"HM","AICc",0.780672587328676,0.999474842594597,0,1.5133541656165,0.79190390723269,0.999406138810881,1.61021418082253,"","",242,0.82433706540058,0.0119222302847191,1.01438672253428,14.0870367722397,"HM","AICc",13.84520926984,0.999591118374013,0,23.6810015301556,14.0870367722397,0.999546632635752,24.9470587696352,"Noise (LM.MAE)","Noise (HM.MAE)",242,0.82433706540058,0.00204381090595185,1.01746651117268,600,1.26350382616539,28,101.3
"NE12_80cm","NE12","Paricarana",2026-05-25,"18:26",80,2026-05-25 18:26:00,0.79624535690089,"HM","",0.603203104262007,0.993943039260099,1.753269871406e-118,1.75497565566167,0.79624535690089,0.999491408784644,0.508543543000333,"","",107,0.824788360235515,0.0269790585123767,1.32002861270925,0.629075231013769,"HM","",0.618703525360796,0.999939590113522,1.52186261548668e-223,0.179235064219628,0.629075231013769,0.999951394547035,0.160897049671525,"","",107,0.824788360235515,0.00462498145926457,1.01676361169419,600,1.26350382616539,28,101.3
"NE12_160cm","NE12","Paricarana",2026-05-25,"18:29",160,2026-05-25 18:29:00,0.716325515470637,"HM","",0.57056802329498,0.994356508564783,1.62243399936285e-177,2.36753732145767,0.716325515470637,0.998000309076898,1.40930287006252,"","",158,0.825421654299382,0.0182846568990369,1.25546032414141,0.469342827707209,"HM","",0.256601778434373,0.9581276391197,1.28137772022343e-109,2.95423912729615,0.469342827707209,0.98491281807981,1.77331539830737,"Noise (LM.MAE)","Noise (HM.MAE)",158,0.825421654299382,0.00313451261126347,1.82907082940287,600,1.26350382616539,28,101.3
"NE14_40cm","NE14","Ingá",2026-05-25,"19:23",40,2026-05-25 19:23:00,1.55801427941764,"LM","MAE | AICc",1.55801427941764,0.816336835266774,1.07845166635052e-123,85.5032520517503,1.56325231201305,0.816135067475406,85.5506471057343,"Noise (LM.MAE)","Noise (HM.MAE)",332,0.824871428966455,0.00872220544224349,1.0033619926753,221.351198954804,"LM","MAE | AICc",221.351198954804,0.98295406112068,4.43289581811715e-294,3373.62469346984,222.241130501073,0.982734872099662,3395.50842471324,"Noise (LM.MAE)","Noise (HM.MAE)",332,0.824871428966455,0.00149523521867031,1.00402045053504,600,1.26350382616539,28,101.3
"NE14_80cm","NE14","Ingá",2026-05-25,"19:32",80,2026-05-25 19:32:00,1.39917013263602,"LM","MAE | AICc",1.39917013263602,0.995289592803197,1.74604731853711e-175,5.06985274082034,1.41130236499634,0.995171230246411,5.13363822926507,"Noise (LM.MAE)","Noise (HM.MAE)",151,0.824797107765317,0.0191178137561497,1.00867102011209,29.125117379392,"LM","MAE | AICc",29.125117379392,0.98949129364133,1.60643954670575e-149,158.087716362912,29.2584909138279,0.989286561140889,159.639487115205,"Noise (LM.MAE)","Noise (HM.MAE)",151,0.824797107765317,0.00327733950105424,1.00457933036625,600,1.26350382616539,28,101.3
"NE14_160cm","NE14","Ingá",2026-05-25,"19:37",160,2026-05-25 19:37:00,1.49057736884281,"HM","",1.26869587205085,0.997863699557846,2.80246440883112e-154,2.37297049840154,1.49057736884281,0.999692902243619,0.899703677283504,"","",116,0.824729315474363,0.0248840741737954,1.17488942912164,2.94884354416086,"HM","",1.9995053304411,0.988518802258665,1.19687172820493e-112,8.71053979224566,2.94884354416086,0.99950665102338,1.80562927100079,"Noise (LM.MAE)","Noise (HM.MAE)",116,0.824729315474363,0.00426584128693636,1.47478653808357,600,1.26350382616539,28,101.3
"NE31_30cm","NE31","Macucú",2026-05-25,"19:54",30,2026-05-25 19:54:00,1.3665832950241,"HM","",1.25309003735903,0.999253084523561,1.49960304855636e-222,1.71022512436763,1.3665832950241,0.999780711411823,0.92667099305662,"","",143,0.823997723099816,0.020167776439506,1.09057071262355,81.3988635301636,"HM","",75.1431755866324,0.999149543256166,1.41528107567281e-218,109.439292873682,81.3988635301636,0.999599048912379,75.1437494965751,"Noise (LM.MAE)","Noise (HM.MAE)",143,0.823997723099816,0.00345733310391531,1.08325024720733,600,1.26350382616539,28,101.3
"NE31_80cm","NE31","Macucú",2026-05-25,"20:00",80,2026-05-25 20:00:00,1.34697856022757,"HM","AICc",1.33256446279984,0.999594645293614,3.06864467163578e-258,1.43422291712316,1.34697856022757,0.999473788916588,1.63631218354589,"","",153,0.823635108297201,0.0188413260067987,1.01081681061601,17.0204431590926,"LM","MAE | AICc",17.0204431590926,0.999992735517533,0,2.45187390243204,17.2643633212057,0.999961847009425,5.64004212713414,"Noise (LM.MAE)","Noise (HM.MAE)",153,0.823635108297201,0.00322994160116549,1.01433101123356,600,1.26350382616539,28,101.3
"NE59_40cm","NE59","Uruçurana",2026-05-25,"20:15",40,2026-05-25 20:15:00,0.605877553756796,"HM","AICc",0.596044319677727,0.994384507686535,1.10616141025668e-275,3.83983624581486,0.605877553756796,0.994389889839782,3.83803159104414,"","",245,0.82329908966584,0.0117614155666549,1.01649748811361,69.7014744921612,"HM","",68.5500972740124,0.999601942974926,0,117.270628789477,69.7014744921612,0.999611433455307,115.875997273897,"Noise (LM.MAE)","Noise (HM.MAE)",245,0.82329908966584,0.0020162426685694,1.01679614273261,600,1.26350382616539,28,101.3
"NE59_80cm","NE59","Uruçurana",2026-05-25,"20:21",80,2026-05-25 20:21:00,0.485168198082116,"HM","AICc",0.477321419486934,0.997619198975339,2.16081764491174e-251,1.56573979856849,0.485168198082116,0.997580828137852,1.57844701901957,"","",192,0.823251636425379,0.0150071912890043,1.01643919228183,17.7583066414836,"LM","MAE | AICc",17.7583066414836,0.998990277941779,8.80653652640175e-287,37.909924732028,18.005747286393,0.998929416395852,39.0446705271872,"Noise (LM.MAE)","Noise (HM.MAE)",192,0.823251636425379,0.00257266136382931,1.01393379728737,600,1.26350382616539,28,101.3
"NE59_160cm","NE59","Uruçurana",2026-05-25,"20:25",160,2026-05-25 20:25:00,0.764744815416754,"HM","",0.70357413022615,0.99671463534294,1.0521843015857e-220,2.51260359676797,0.764744815416754,0.997202339753632,2.31862050661617,"","",178,0.823721573969927,0.0161967725218806,1.08694277200178,4.28138596766417,"LM","MAE | AICc",4.28138596766417,0.997300031656278,3.32793253318211e-228,13.8566824797135,4.30777241825322,0.997117147822627,14.3222740775314,"Noise (LM.MAE)","Noise (HM.MAE)",178,0.823721573969927,0.00277658957517953,1.00616306279984,600,1.26350382616539,28,101.3
"NE6_40cm","NE6","Uxirana de tuxinho",2026-05-25,"18:52",40,2026-05-25 18:52:00,0.537715477104378,"HM","",0.472110919753236,0.99637410730858,7.66049572003519e-178,1.4514957421429,0.537715477104378,0.997599297524616,1.18107496198433,"","",146,0.824078108016704,0.0197552971099895,1.13896005071315,2.08014851002105,"HM","",1.71239537811056,0.995846336387971,1.36003020692103e-173,5.63635332740717,2.08014851002105,0.998588376786117,3.28580620093076,"Noise (LM.MAE)","Noise (HM.MAE)",146,0.824078108016704,0.00338662236171248,1.2147594747168,600,1.26350382616539,28,101.3
"NE6_80cm","NE6","Uxirana de tuxinho",2026-05-25,"18:58",80,2026-05-25 18:58:00,0.537033720506238,"HM","AICc",0.52727039434424,0.997942042218789,1.44027004850334e-121,0.758645516858707,0.537033720506238,0.99795598875058,0.756094405980151,"","",91,0.824429228427136,0.0317088164779668,1.01851673499351,0.481375707954203,"HM","AICc",0.474765757476183,0.998683572398733,3.33834344169635e-130,0.546142102333326,0.481375707954203,0.998641911077585,0.554781395318922,"","",91,0.824429228427136,0.00543579711050859,1.0139225510137,600,1.26350382616539,28,101.3
"NE6_160cm","NE6","Uxirana de tuxinho",2026-05-25,"19:04",160,2026-05-25 19:04:00,0.619027095744256,"HM","AICc",0.614253686117874,0.990157156226156,1.52319106948769e-132,2.81702748721694,0.619027095744256,0.990017497467355,2.83709303020611,"","",132,0.825192579267967,0.0218801062684688,1.00777107200862,0.0910988494002037,"HM","AICc",0.0907129978967733,0.977106407766351,1.03308720598783e-108,0.63865789632589,0.0910988494002037,0.97690152774545,0.641545005805527,"","",132,0.825192579267967,0.00375087536030894,1.00425354152521,600,1.26350382616539,28,101.3
"NE8_50cm","NE8","Molongó",2026-05-25,"19:12",50,2026-05-25 19:12:00,1.18306901003216,"HM","AICc",1.16546975423218,0.999191868798298,3.87100489153642e-220,1.65258913934215,1.18306901003216,0.999130634240927,1.71454811833265,"","",143,0.82499543906776,0.020192196061099,1.01510056844982,141.772088551151,"LM","MAE | AICc",141.772088551151,0.999626692274593,8.72933066160673e-244,136.600838327961,143.91208356339,0.999567732260699,147.092219210489,"Noise (LM.MAE)","Noise (HM.MAE)",143,0.82499543906776,0.00346151932475983,1.01509461442029,600,1.26350382616539,28,101.3
"NW16_40cm","NW16","Sucuba",2026-05-26,"14:05",40,2026-05-26 14:05:00,2.46605066697676,"HM","AICc",2.4065149212071,0.918663294938237,2.87975775436299e-220,100.662392462589,2.46605066697676,0.918700307062657,100.639486764162,"Noise (LM.MAE)","Noise (HM.MAE)",402,0.824385552974456,0.0071774861577378,1.02473940437477,208.097797553791,"HM","",200.320249188435,0.998073391819841,0,1237.37344356435,208.097797553791,0.998170325672197,1205.84361547461,"Noise (LM.MAE)","Noise (HM.MAE)",402,0.824385552974456,0.00123042619846934,1.0388255725363,600,1.26350382616539,28,101.3
"NW16_80cm","NW16","Sucuba",2026-05-26,"14:14",80,2026-05-26 14:14:00,1.85466720583892,"HM","AICc",1.79816655000946,0.938663891158274,2.87275663022496e-307,81.1590998269105,1.85466720583892,0.938722775656054,81.1201328915477,"Noise (LM.MAE)","Noise (HM.MAE)",505,0.824776397240878,0.0057162720600853,1.03142125840855,101.029815438427,"HM","",91.9135978736271,0.995709044423879,0,1065.42061728737,101.029815438427,0.996306291902339,988.497040228136,"Noise (LM.MAE)","Noise (HM.MAE)",505,0.824776397240878,0.000979932353157479,1.09918246892407,600,1.26350382616539,28,101.3
"NW16_160cm","NW16","Sucuba",2026-05-26,"14:26",160,2026-05-26 14:26:00,1.41362807716743,"HM","",1.38837761750475,0.999935996337398,0,0.931752095511498,1.41362807716743,0.999956881336717,0.764775729038258,"","",240,0.824194773839555,0.0120195071184935,1.01818702588137,32.7240146506246,"LM","MAE | AICc",32.7240146506246,0.999971051269941,0,14.769442999674,33.2461190262807,0.999970761817957,14.8651188069918,"Noise (LM.MAE)","Noise (HM.MAE)",240,0.824194773839555,0.00206048693459889,1.01595477759163,600,1.26350382616539,28,101.3
"NW22_40cm","NW22","Urucurana",2026-05-26,"14:35",40,2026-05-26 14:35:00,1.01235850196696,"HM","AICc",1.00071401133204,0.999084130533939,7.52153281582259e-183,1.2784179992714,1.01235850196696,0.998999136746058,1.33684559913487,"","",121,0.824354433511517,0.0238449629528125,1.01163618226892,30.7781586830962,"LM","MAE | AICc",30.7781586830962,0.9999557308874,3.89065051539954e-261,8.64074861977647,31.2299850730761,0.999923070706725,11.410579454886,"Noise (LM.MAE)","Noise (HM.MAE)",121,0.824354433511517,0.00408770793476785,1.01468009813817,600,1.26350382616539,28,101.3
