"UniqueID","TreeID","species","meas_date","time_str","height_cm","start.time","CO2_best.flux","CO2_model","CO2_quality.check","CO2_LM.flux","CO2_LM.r2","CO2_LM.p.val","CO2_LM.RMSE","CO2_HM.flux","CO2_HM.r2","CO2_HM.RMSE","CO2_LM.diagnose","CO2_HM.diagnose","CO2_nb.obs","CO2_flux.term","CO2_MDF","CO2_g.fact","CH4_best.flux","CH4_model","CH4_quality.check","CH4_LM.flux","CH4_LM.r2","CH4_LM.p.val","CH4_LM.RMSE","CH4_HM.flux","CH4_HM.r2","CH4_HM.RMSE","CH4_LM.diagnose","CH4_HM.diagnose","CH4_nb.obs","CH4_flux.term","CH4_MDF","CH4_g.fact","Area_cm2","Vtot_L","Tcham_C","Pcham_kPa"
"NW22_80cm","NW22","Urucurana",2026-05-26,"14:39",80,2026-05-26 14:39:00,0.501669528330017,"HM","AICc",0.498975841640087,0.995847437595837,1.78192078070329e-129,1.2234013466874,0.501669528330017,0.995652850585421,1.25198544391111,"","",109,0.824824340383904,0.026485185241685,1.00539843107649,24.5503008935984,"LM","MAE | AICc",24.5503008935984,0.999761385814594,7.53173269463502e-196,14.4009926681145,24.8064470896442,0.99967169219878,16.9099073845037,"Noise (LM.MAE)","Noise (HM.MAE)",109,0.824824340383904,0.00454031747000314,1.01043352572972,600,1.26350382616539,28,101.3
"NW22_160cm","NW22","Urucurana",2026-05-26,"14:43",160,2026-05-26 14:43:00,1.17356290293341,"HM","",1.01122046088467,0.997138357846804,6.00535999318202e-142,2.11422223000767,1.17356290293341,0.998638193256159,1.4584807886879,"","",112,0.824640179619656,0.0257700056131143,1.16054109695003,3.78863622780451,"HM","",3.64933955430007,0.999786647089347,5.81509896691264e-204,2.08060638388148,3.78863622780451,0.999882780536246,1.54219931466623,"Noise (LM.MAE)","Noise (HM.MAE)",112,0.824640179619656,0.00441771524796244,1.03817037889508,600,1.26350382616539,28,101.3
"NW26_50cm","NW26","Macucú",2026-05-26,"14:56",50,2026-05-26 14:56:00,0.874718236279591,"LM","g-fact. > 2",0.874718236279591,0.597136195412747,2.89429938839936e-25,29.9802996357871,3.56776470296852,0.753158347887234,23.4674589244982,"Noise (LM.MAE)","Noise (HM.MAE) | Exaggerated curvature (g-fact)",120,0.824309080462053,0.0240423481801432,4.07875879911132,0.309826877909291,"LM","g-fact. > 2",0.309826877909291,0.0727019132995385,0.00168830903459661,44.0047033992467,1.14919548696926,0.122760051941973,42.8004777272349,"Noise (LM.MAE)","Noise (HM.MAE) | Exaggerated curvature (g-fact)",120,0.824309080462053,0.00412154540231027,3.70915362386899,600,1.26350382616539,28,101.3
"NW33a_40cm","NW33a","Tamanqueira",2026-05-26,"15:05",40,2026-05-26 15:05:00,0.889108572180038,"HM","AICc",0.876863645736184,0.999842497026403,1.44795818625785e-243,0.495215750085329,0.889108572180038,0.99980446891049,0.552156069383324,"","",129,0.824325709885123,0.0223654262371933,1.0139644590164,1.00760895133496,"LM","MAE | AICc",1.00760895133496,0.999734356470451,3.76655858244745e-229,0.739065529530019,1.02011032123529,0.999631765987879,0.870257606250412,"","Noise (HM.MAE)",129,0.824325709885123,0.00383407306923313,1.01240696590058,600,1.26350382616539,28,101.3
"NW33a_80cm","NW33a","Tamanqueira",2026-05-26,"15:09",80,2026-05-26 15:09:00,1.04380768001141,"HM","AICc",1.02761514910839,0.999911998201263,1.69563329652716e-320,0.53504319289479,1.04380768001141,0.99990045743196,0.56941885936459,"","",159,0.824376519171156,0.0181466529377298,1.01575738827621,0.118079471316699,"HM","AICc",0.117677032512652,0.987951723690566,8.75041188705292e-153,0.721212304277598,0.118079471316699,0.987725909848697,0.72799773930469,"","",159,0.824376519171156,0.00311085478932512,1.0034198585353,600,1.26350382616539,28,101.3
"NW39_40cm","NW39","Seringal",2026-05-26,"15:16",40,2026-05-26 15:16:00,0.472961605429033,"HM","AICc",0.468962537948956,0.996274388414547,5.19593431790804e-256,2.11498085254643,0.472961605429033,0.996139835378857,2.15312843541861,"","",211,0.823924846898244,0.0136669998300657,1.00852747747734,73.869573962391,"HM","AICc",72.8720614862248,0.99714239113552,4.76016028655533e-268,287.702572463823,73.869573962391,0.997080866347806,290.807885392354,"Noise (LM.MAE)","Noise (HM.MAE)",211,0.823924846898244,0.00234291425658268,1.01368854477041,600,1.26350382616539,28,101.3
"NW39_80cm","NW39","Seringal",2026-05-26,"15:24",80,2026-05-26 15:24:00,0.520378861625049,"HM","",0.482135225306321,0.998813233182542,3.41090700963631e-195,0.777533049536369,0.520378861625049,0.999209138313341,0.634726205351557,"","",134,0.823667338773956,0.0215136991470809,1.07932139016482,52.3757775923017,"HM","",42.3952967061793,0.996188468102842,9.50349365131894e-162,122.687929787578,52.3757775923017,0.999300490559052,52.559212462424,"Noise (LM.MAE)","Noise (HM.MAE)",134,0.823667338773956,0.00368806271092816,1.2354148139425,600,1.26350382616539,28,101.3
"NW39_160cm","NW39","Seringal",2026-05-26,"15:29",160,2026-05-26 15:29:00,0.420709892744954,"HM","AICc",0.415529494797753,0.998850544918649,8.01349468266177e-211,0.70893329050479,0.420709892744954,0.998747339688578,0.740102010283902,"","",144,0.823622182537523,0.0200185947144537,1.01246698011106,8.18761615977606,"HM","",7.76586845651645,0.999570476052059,3.55500823030056e-241,8.09628661451329,8.18761615977606,0.999760410520476,6.04680627060482,"Noise (LM.MAE)","Noise (HM.MAE)",144,0.823622182537523,0.00343175909390634,1.054307860817,600,1.26350382616539,28,101.3
"NW46B_40cm","NW46B","Socoró",2026-05-26,"16:12",40,2026-05-26 16:12:00,0.679421175063249,"HM","AICc",0.669780707828447,0.999047250250738,1.349997324743e-278,1.33619345860964,0.679421175063249,0.99899879049883,1.37001765717139,"","",185,0.824422751489224,0.0155971871903367,1.01439346807414,30.59424474578,"LM","MAE | AICc",30.59424474578,0.997358397156524,4.51864875398313e-238,101.715274117909,30.9699228157466,0.997272027128922,103.376091177123,"Noise (LM.MAE)","Noise (HM.MAE)",185,0.824422751489224,0.00267380351834343,1.01227937061654,600,1.26350382616539,28,101.3
"NW46B_120cm","NW46B","Socoró",2026-05-26,"16:20",120,2026-05-26 16:20:00,0.605901096520684,"HM","",0.595769311709579,0.999721174795522,0,0.650239045934154,0.605901096520684,0.999732442439841,0.637064476020208,"","",187,0.82376909281473,0.0154181381008105,1.01700622138799,1.03939692554056,"HM","AICc",1.02543840825941,0.999748500376898,0,1.06292163598044,1.03939692554056,0.999687859924183,1.18501454984902,"Noise (LM.MAE)","Noise (HM.MAE)",187,0.82376909281473,0.00264310938871037,1.01361224347432,600,1.26350382616539,28,101.3
"NW46a_40cm","NW46a","Mata Mata folha miuda",2026-05-26,"15:42",40,2026-05-26 15:42:00,0.813514245990511,"HM","",0.780349091429739,0.999739029806248,0,1.4377010321479,0.813514245990511,0.999856085086365,1.06764293675374,"","",326,0.824001607388154,0.00884664302410595,1.04250040773419,35.9076318261382,"HM","",35.2812437470579,0.999844628240991,0,50.1523473564504,35.9076318261382,0.999864261428083,46.8778616011396,"Noise (LM.MAE)","Noise (HM.MAE)",326,0.824001607388154,0.00151656737556102,1.01775413824896,600,1.26350382616539,28,101.3
"NW46a_80cm","NW46a","Mata Mata folha miuda",2026-05-26,"15:52",80,2026-05-26 15:52:00,0.735425887688804,"HM","AICc",0.729272743611968,0.99905094074353,0,2.10595937007016,0.735425887688804,0.998914153290064,2.25369734704359,"","",268,0.824173041761768,0.0107634539036052,1.00843737014818,2.72847800470017,"LM","MAE | AICc",2.72847800470017,0.999116046280535,0,7.60386617336652,2.7508758379193,0.99897563315727,8.18995109146504,"Noise (LM.MAE)","Noise (HM.MAE)",268,0.824173041761768,0.00184516352633232,1.00820891104145,600,1.26350382616539,28,101.3
"NW46a_160cm","NW46a","Mata Mata folha miuda",2026-05-26,"16:00",160,2026-05-26 16:00:00,0.957950140656894,"HM","",0.916198633311872,0.999746805547695,1.82772362163937e-302,0.859879595942775,0.957950140656894,0.99988163807682,0.587917729833383,"","",169,0.824756642665445,0.0170807588717696,1.0455703663234,0.475163657645005,"HM","AICc",0.467757646328861,0.999908485268732,0,0.263907909101732,0.475163657645005,0.999903221231718,0.271567240679927,"","",169,0.824756642665445,0.00292813009230336,1.01583300962425,600,1.26350382616539,28,101.3
"NW48_40cm","NW48","Mututi",2026-05-26,"16:29",40,2026-05-26 16:29:00,0.42138086939391,"HM","AICc",0.415206695875151,0.999234150682533,4.67981820652043e-242,0.627092808432387,0.42138086939391,0.999208698344178,0.63753163618831,"","",156,0.822790083456733,0.0184600339237087,1.01487012030417,74.1157166725549,"LM","MAE | AICc",74.1157166725549,0.999947686028006,0,29.2456286954015,75.2269839995741,0.999923182288113,35.4968228850823,"Noise (LM.MAE)","Noise (HM.MAE)",156,0.822790083456733,0.00316457724406436,1.0149936798416,600,1.26350382616539,28,101.3
"NW48_80cm","NW48","Mututi",2026-05-26,"16:36",80,2026-05-26 16:36:00,0.309675649812907,"HM","AICc",0.306198387185405,0.996867129666211,5.45480055451783e-126,0.605217823404483,0.309675649812907,0.996782374403324,0.613356209929991,"","",101,0.822742624252241,0.028510883018642,1.01135624083283,31.4742960833507,"HM","",30.0077233974735,0.99979682611755,8.4424941758369e-185,15.082513828301,31.4742960833507,0.999955012118839,7.09720846692827,"Noise (LM.MAE)","Noise (HM.MAE)",101,0.822742624252241,0.00488757994605292,1.0488731739643,600,1.26350382616539,28,101.3
"NW48_160cm","NW48","Mututi",2026-05-26,"16:41",160,2026-05-26 16:41:00,0.322009310820077,"HM","",0.312487472719306,0.998334918175712,2.86928832554197e-188,0.60579959534776,0.322009310820077,0.998395938865306,0.594595539567175,"","",136,0.823953435907933,0.0212046840123365,1.03047110342668,8.42165402375744,"HM","",7.93431064736684,0.999659337188526,1.93671377361836e-234,6.95287453178017,8.42165402375744,0.999902078762012,3.72769590825171,"Noise (LM.MAE)","Noise (HM.MAE)",136,0.823953435907933,0.00363508868782912,1.06142227069876,600,1.26350382616539,28,101.3
"NW78_40cm","NW78","Macucú",2026-05-26,"16:50",40,2026-05-26 16:50:00,1.12863871578182,"HM","",0.878734554009408,0.99404206293963,4.95781718362724e-140,2.99210992483055,1.12863871578182,0.998306054781748,1.59543556801495,"","",126,0.823639947682539,0.0228788874356261,1.28439095814792,38.1176514488157,"HM","",36.3799761008429,0.998776194617425,1.19262293365127e-182,56.0101901102442,38.1176514488157,0.998920153843207,52.6128479268037,"Noise (LM.MAE)","Noise (HM.MAE)",126,0.823639947682539,0.00392209498896447,1.04776460938721,600,1.26350382616539,28,101.3
"NW78_80cm","NW78","Macucú",2026-05-26,"16:54",80,2026-05-26 16:54:00,0.978747766187047,"HM","AICc",0.970729916103772,0.999015447913769,1.69581049821987e-185,1.318792015274,0.978747766187047,0.998876057145912,1.40974623524009,"","",124,0.82375470927542,0.0232511409876127,1.00825960954769,5.89452026442307,"LM","MAE | AICc",5.89452026442307,0.999100834418943,6.69913666077228e-188,7.65258991266118,5.94280805047729,0.998959635386769,8.23597585909807,"Noise (LM.MAE)","Noise (HM.MAE)",124,0.82375470927542,0.00398590988359074,1.00819197897167,600,1.26350382616539,28,101.3
"NW78_160cm","NW78","Macucú",2026-05-26,"16:57",160,2026-05-26 16:57:00,0.92277722334008,"HM","",0.86725641486284,0.999395791921024,4.25949537806935e-237,1.10215382895634,0.92277722334008,0.999661213042708,0.825300847249772,"","",148,0.823773579470222,0.0194811319469309,1.0640189078175,1.24574819509438,"LM","MAE | AICc",1.24574819509438,0.999032450854232,3.60537497183156e-222,2.00376430302749,1.2566946699209,0.998907146188572,2.13085701595042,"Noise (LM.MAE)","Noise (HM.MAE)",148,0.823773579470222,0.00333962261947387,1.00878706858226,600,1.26350382616539,28,101.3
"NW9_40cm","NW9","Uxirana de uxinho",2026-05-26,"13:44",40,2026-05-26 13:44:00,1.33126902441046,"HM","AICc",1.31185469701247,0.999824115843081,0,1.86915068004033,1.33126902441046,0.99977365434862,2.12234721014724,"","",307,0.823621183988294,0.00938981805849847,1.01479914463255,6.55518271571096,"LM","MAE | AICc",6.55518271571096,0.999824944491005,0,9.3178932612227,6.64065994299814,0.999729452078415,11.6008868374472,"Noise (LM.MAE)","Noise (HM.MAE)",307,0.823621183988294,0.00160968309574259,1.0130396406926,600,1.26350382616539,28,101.3
"NW9_80cm","NW9","Uxirana de uxinho",2026-05-26,"13:52",80,2026-05-26 13:52:00,1.34428034777337,"HM","AICc",1.33557934365734,0.997334132066464,1.84738444765237e-187,3.51864153782395,1.34428034777337,0.997160257909553,3.63248654501275,"","",146,0.824211993701716,0.0197585066983288,1.00651477889154,1.02864431832378,"LM","MAE | AICc",1.02864431832378,0.975296044234365,7.76453118244614e-118,8.34166378840379,1.03083014999924,0.975038691718449,8.38558734463799,"Noise (LM.MAE)","Noise (HM.MAE)",146,0.824211993701716,0.00338717257685637,1.0021249635433,600,1.26350382616539,28,101.3
"NW9_120cm","NW9","Uxirana de uxinho",2026-05-26,"13:56",120,2026-05-26 13:56:00,1.23512019763475,"HM","",1.03228696130517,0.996509583930589,3.49375130822551e-185,3.21844003078715,1.23512019763475,0.998750203694159,1.92586765811621,"","",151,0.824654655175449,0.0191145118749276,1.19648919722199,0.342515675779829,"HM","",0.297302671638419,0.996481200285003,6.38764142226539e-185,0.93069763314706,0.342515675779829,0.99793643189844,0.712722941606354,"Noise (LM.MAE)","",151,0.824654655175449,0.00327677346427331,1.15207735568686,600,1.26350382616539,28,101.3
"S10_40cm","S10","Araçá Peua",2026-05-25,"17:12",40,2026-05-25 17:12:00,-0.0272865367781247,"LM","AICc | g-fact. > 2",-0.0272865367781247,-0.00282355775217069,0.982914454335963,2926.87789930719,-0.936962440044803,-0.00271200481123901,2926.7151035116,"Noise (LM.MAE)","Noise (HM.MAE) | Exaggerated curvature (g-fact)",356,0.841151596663828,0.00826974884360505,34.3379025218018,-3.52469037157161,"LM","MAE | AICc",-3.52469037157161,0.146712217518851,4.17574031816882e-14,1028.67380608397,-4.16155041765595,0.141181350496796,1032.031113414,"Noise (LM.MAE)","Noise (HM.MAE)",356,0.841151596663828,0.00141767123033229,1.18068538763601,600,1.26350382616539,28,101.3
"S10_80cm","S10","Araçá Peua",2026-05-25,"17:20",80,2026-05-25 17:20:00,-0.232908498252539,"LM","MAE | AICc | g-fact. > 2",-0.232908498252539,-0.0023725861965922,0.848289281067516,3446.67072435503,-79.8268038679321,-0.000207586423773609,3442.94652292717,"Noise (LM.MAE)","Noise (HM.MAE) | Exaggerated curvature (g-fact)",408,0.837762455830616,0.00718668773384107,342.738905908779,-1.31649088345466,"HM","AICc",-1.27160613881412,0.0243884679898992,0.00090636518202244,1077.59102410282,-1.31649088345466,0.0232801952646317,1078.21024116961,"Noise (LM.MAE)","Noise (HM.MAE)",408,0.837762455830616,0.00123200361151561,1.0352976784796,600,1.26350382616539,28,101.3
"S10_160cm","S10","Araçá Peua",2026-05-25,"17:29",160,2026-05-25 17:29:00,-1.7492960505248,"LM","MAE | AICc",-1.7492960505248,-0.00102350175113597,0.399608314398828,3357.58697477568,-1.78117177103202,-0.00117807328606911,3357.85052192245,"Noise (LM.MAE)","Noise (HM.MAE)",283,0.845753305133925,0.0104598465299249,1.0182220273679,2.61580227067525,"LM","MAE | AICc",2.61580227067525,0.0277376450343536,0.00287230760169941,1408.31272629695,2.6125820283867,0.0277248909150239,1408.32213474593,"Noise (LM.MAE)","Noise (HM.MAE)",283,0.845753305133925,0.00179311654798712,0.998768927481773,600,1.26350382616539,28,101.3
"S14a_40cm","S14a","Molongó",2026-05-25,"20:42",40,2026-05-25 20:42:00,1.49000581862599,"HM","",1.36733974098005,0.997940461019323,1.23998823822036e-289,4.69290311185236,1.49000581862599,0.998432059221078,4.09469358014842,"","",216,0.823401373653389,0.0133421518879021,1.08971148425629,1.95089370818253,"HM","",1.72994141781238,0.996353380422676,4.39183257489227e-263,7.90680036729652,1.95089370818253,0.997315281098359,6.78429859915016,"Noise (LM.MAE)","Noise (HM.MAE)",216,0.823401373653389,0.00228722603792608,1.12772241192396,600,1.26350382616539,28,101.3
"S14a_80cm","S14a","Molongó",2026-05-25,"20:50",80,2026-05-25 20:50:00,1.49201434813465,"HM","",1.21611328592089,0.996965888070189,2.74936435705437e-168,3.14056036561432,1.49201434813465,0.999921262486559,0.505920403038169,"","",134,0.823191344329696,0.0215012664563726,1.22687118495284,0.0925567679209028,"LM","g-fact. > 2",0.0925567679209028,0.639910191724463,2.76602273870995e-31,3.24339399011004,0.935600478739863,0.979597868744925,0.772026239764367,"Noise (LM.MAE)","Noise (HM.MAE) | Exaggerated curvature (g-fact)",134,0.823191344329696,0.00368593139252103,10.1083961741124,600,1.26350382616539,28,101.3
"S14b_40cm","S14b","Ripeira",2026-05-26,"17:38",40,2026-05-26 17:38:00,3.34546704757608,"LM","MAE | AICc",3.34546704757608,0.996646363264918,0,23.1510529175719,3.37602658863132,0.996498805364413,23.6605070245034,"Noise (LM.MAE)","Noise (HM.MAE)",341,0.823936239049892,0.00845682356796077,1.00913461128765,318.380046759108,"LM","MAE | AICc",318.380046759108,0.995104628552815,0,2663.97304830396,320.343308801495,0.994924447143623,2712.97771358107,"Noise (LM.MAE)","Noise (HM.MAE)",341,0.823936239049892,0.00144974118307899,1.00616641043423,600,1.26350382616539,28,101.3
"S14b_80cm","S14b","Ripeira",2026-05-26,"17:46",80,2026-05-26 17:46:00,2.84567196116899,"LM","MAE | AICc",2.84567196116899,0.996376883109382,0,19.153072828165,2.8695466857524,0.996219820856163,19.5673047563813,"Noise (LM.MAE)","Noise (HM.MAE)",319,0.823734470761453,0.00903783902089368,1.00838983723676,155.508287903639,"LM","MAE | AICc",155.508287903639,0.999322208004938,0,452.038351069053,157.065432119915,0.999182244083992,497.000875016874,"Noise (LM.MAE)","Noise (HM.MAE)",319,0.823734470761453,0.0015493438321532,1.01001325548154,600,1.26350382616539,28,101.3
"S14b_160cm","S14b","Ripeira",2026-05-26,"17:55",160,2026-05-26 17:55:00,2.96476897061585,"HM","",2.58617310309955,0.997094230159957,2.08077829295596e-291,11.2164544848399,2.96476897061585,0.998334418320559,8.49196039578958,"Noise (LM.MAE)","Noise (HM.MAE)",230,0.824602265421141,0.0125482953433652,1.14639231498562,26.954658993421,"HM","",23.4948448388798,0.996835703412678,3.45224879167238e-287,106.349300368626,26.954658993421,0.998086912809178,82.6919870027386,"Noise (LM.MAE)","Noise (HM.MAE)",230,0.824602265421141,0.00215113634457689,1.14725843810706,600,1.26350382616539,28,101.3
"S19_40cm","S19","Envira Preta",2026-05-26,"21:01",40,2026-05-26 21:01:00,1.66391161229661,"LM","MAE | AICc",1.66391161229661,0.746420429528486,2.02836958360081e-61,68.1020376682265,1.72950870972426,0.746485634889893,68.0932815055026,"Noise (LM.MAE)","Noise (HM.MAE)",201,0.823528392182445,0.0143400466300426,1.03942342666694,274.772206484086,"HM","",232.270772718295,0.991313919644167,2.81969975787446e-207,1528.00365819337,274.772206484086,0.993142560111603,1357.66767297684,"Noise (LM.MAE)","Noise (HM.MAE)",201,0.823528392182445,0.0024582937080073,1.18298227223508,600,1.26350382616539,28,101.3
"S19_80cm","S19","Envira Preta",2026-05-26,"21:06",80,2026-05-26 21:06:00,1.13410852021408,"HM","",1.11567741032282,0.999618111270819,2.54083295703618e-200,0.897474788050995,1.13410852021408,0.999630504071548,0.882884899386861,"","",118,0.824098053441136,0.0244435863308812,1.01652010672684,119.235595938524,"HM","",116.435179824518,0.999869337519858,2.45097114067545e-227,54.7798404781336,119.235595938524,0.999904955312396,46.727593719294,"Noise (LM.MAE)","Noise (HM.MAE)",118,0.824098053441136,0.00419032908529391,1.02405128860733,600,1.26350382616539,28,101.3
"S19_160cm","S19","Envira Preta",2026-05-26,"21:09",160,2026-05-26 21:09:00,1.228833108746,"HM","AICc",1.20982122015339,0.998869903621622,9.57454745299782e-188,1.81459507062876,1.228833108746,0.99884755647347,1.83261805776506,"","",128,0.825338907626128,0.0225678607554019,1.01571462648853,45.9818040148064,"HM","",43.7902935102342,0.998552115539444,5.76960978822394e-181,74.3556797501762,45.9818040148064,0.998718321735923,69.9578903322797,"Noise (LM.MAE)","Noise (HM.MAE)",128,0.825338907626128,0.00386877612949748,1.05004557697381,600,1.26350382616539,28,101.3
"S30_40cm","S30","Uxí",2026-05-26,"21:59",40,2026-05-26 21:59:00,0.681720022765827,"HM","",0.573652379489106,0.995823913802479,6.78002582600381e-164,1.78873515974031,0.681720022765827,0.997963594292648,1.24908924593195,"","",138,0.824281953492019,0.0209057017190005,1.18838524364349,0.566816173755493,"HM","",0.428319510758048,0.992839558355271,5.69446658502408e-148,1.75144794824579,0.566816173755493,0.998508801493885,0.799272848322985,"Noise (LM.MAE)","Noise (HM.MAE)",138,0.824281953492019,0.00358383458040008,1.32334894750027,600,1.26350382616539,28,101.3
"S30_80cm","S30","Uxí",2026-05-26,"22:03",80,2026-05-26 22:03:00,0.752648481173108,"HM","AICc",0.740981470452387,0.999737815933144,8.97671879204329e-262,0.615636251961547,0.752648481173108,0.999722877241701,0.633120354937891,"","",147,0.824265449313605,0.0196253678408001,1.01574534746948,0.269515091559832,"HM","",0.24851217442995,0.997111505924569,3.18715443961708e-186,0.686221589455194,0.269515091559832,0.997574926518875,0.628768951433266,"","",147,0.824265449313605,0.00336434877270859,1.0845146406934,600,1.26350382616539,28,101.3
"S53_40cm","S53","Paricarana",2026-05-25,"21:39",40,2026-05-25 21:39:00,0.00813026125703728,"LM","g-fact. > 2",0.00813026125703728,0.00599446404769022,0.0701664013690079,11.6985152880726,0.0184403344795293,0.0137125296403063,11.6530095764326,"Noise (LM.MAE)","Noise (HM.MAE) | Exaggerated curvature (g-fact)",382,0.822685037270721,0.00753769013206158,2.2681109372184,0.563029667208713,"HM","AICc",0.563421509236821,0.345516254138437,4.39806901038434e-37,103.547271668042,0.563029667208713,0.345384094778512,103.557880522083,"Noise (LM.MAE)","Noise (HM.MAE)",382,0.822685037270721,0.00129217545121056,0.999304531293741,600,1.26350382616539,28,101.3
"S53_80cm","S53","Paricarana",2026-05-25,"21:43",80,2026-05-25 21:43:00,-0.011301520465153,"HM","AICc | MDF",-0.0113342842191632,0.0123834951010136,0.0762181116856665,5.13248379161394,-0.011301520465153,0.0122805965345996,5.1327515516039,"Noise (LM.MAE) | MDF (LM)","Noise (HM.MAE) | MDF (HM)",175,0.822616014685326,0.0164523202937065,0.99710932306119,1.08312303210849,"LM","g-fact. > 2",1.08312303210849,0.567613957111882,1.54468355211518e-33,57.7603893610983,2.90444457111325,0.642164981112081,52.5455205292348,"Noise (LM.MAE)","Noise (HM.MAE) | Exaggerated curvature (g-fact)",175,0.822616014685326,0.0028203977646354,2.68154631100331,600,1.26350382616539,28,101.3
"S53_160cm","S53","Paricarana",2026-05-25,"21:48",160,2026-05-25 21:48:00,-0.163969345866519,"HM","AICc",-0.140317521822791,0.0224916494219375,0.0157604092844376,63.4837550566973,-0.163969345866519,0.0226648162325925,63.478131721705,"Noise (LM.MAE)","Noise (HM.MAE)",215,0.822576209888912,0.0133907755098195,1.16855930561259,108.569284325675,"LM","MAE | AICc",108.569284325675,0.836620547499682,5.81131847445216e-86,3609.88421644194,121.084383767435,0.747843217190501,5053.44558349991,"Noise (LM.MAE)","Noise (HM.MAE)",215,0.822576209888912,0.00229556151596906,1.11527292935098,600,1.26350382616539,28,101.3
"S63a_40cm","S63a","Munguba",2026-05-25,"21:19",40,2026-05-25 21:19:00,-0.000143473483990876,"HM","AICc | MDF",-0.000113168197916788,-0.00594810943372925,0.978723516152081,3.27386568387914,-0.000143473483990876,-0.00594556035718741,3.27386153588214,"MDF (LM)","MDF (HM)",170,0.823210617522608,0.0169484538901713,1.26778977338113,-1.39570343352036,"LM","g-fact. > 2",-1.39570343352036,0.267569162772989,3.08128102314458e-13,136.15089770714,-14.3975244501177,0.570623853344561,104.245221346813,"Noise (LM.MAE)","Noise (HM.MAE) | Exaggerated curvature (g-fact)",170,0.823210617522608,0.00290544923831509,10.3156043786487,600,1.26350382616539,28,101.3
"S63a_80cm","S63a","Munguba",2026-05-25,"21:24",80,2026-05-25 21:24:00,-0.120080093387378,"LM","g-fact. > 2",-0.120080093387378,0.440779931004981,8.03400192726166e-24,8.25046518298787,-0.537156747159068,0.595937841028511,7.01311808577541,"Noise (LM.MAE)","Noise (HM.MAE) | Exaggerated curvature (g-fact)",175,0.822780984049089,0.0164556196809818,4.47332053137402,-2.81260897975882,"LM","MAE | AICc",-2.81260897975882,0.828331441337193,2.5506351165947e-68,78.3427296120859,-3.09315456141615,0.822330072947389,79.7035660104767,"Noise (LM.MAE)","Noise (HM.MAE)",175,0.822780984049089,0.00282096337388259,1.09974567516363,600,1.26350382616539,28,101.3
"S63a_160cm","S63a","Munguba",2026-05-25,"21:30",160,2026-05-25 21:30:00,-0.0547768209905487,"HM","AICc",-0.0547269959747866,0.211137328569662,8.78968032241642e-08,4.33148711686165,-0.0547768209905487,0.209285376393788,4.33657927868143,"Noise (LM.MAE)","Noise (HM.MAE)",119,0.822444768604698,0.0241895520177852,1.00091042848003,-1.29873975027056,"LM","MAE | AICc",-1.29873975027056,0.130765936876924,3.15975353540559e-05,135.496795890568,-1.28966553797563,0.125290107490754,135.92727660754,"Noise (LM.MAE)","Noise (HM.MAE)",119,0.822444768604698,0.00414678034590604,0.993013063400091,600,1.26350382616539,28,101.3
"S7_40cm","S7","Socoró",2026-05-25,"20:27",40,2026-05-25 20:27:00,0.754042000408197,"HM","",0.682599883175275,0.999011934317209,5.9748855182678e-202,1.01159749511301,0.754042000408197,0.99970494684449,0.55279609849822,"","",135,0.823889717902312,0.0213601037974673,1.10466177770291,4.52673750428384,"LM","MAE | AICc",4.52673750428384,0.999258322027501,3.10701468475155e-210,5.81150319468495,4.56687928668895,0.999128436524885,6.30324069143503,"Noise (LM.MAE)","Noise (HM.MAE)",135,0.823889717902312,0.00366173207956583,1.00886770712177,600,1.26350382616539,28,101.3
